"created_time","account","post_type","icon","tag_id","tag_name","impressions","impressionsVmedian","impressionsVmean","engagements","engagementsVmedian","engagementsVmean","engagementRate","engrtVmedian","engrtVmean","postClicks","shares","brand","program","accountType","post","perma_link","text","tag1","tag2","tag3","tag4","tag5","tag6","tag7","tag8","tag9","tag10","tag11","campaignID"
2024-11-30,"RMI Brand","LinkedIn",1,3422947,"COP29",1854,0.58,0.271,55,0.17,-0.247,0.03,-0.302,-0.333,33,4,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7268744858633199616","Emissions from existing coal power plants will push global warming beyond 1.5°C. Countries need to immediately end the construction of new coal power plants and phase out existing ones completely by 2040. With 85% of coal demand coming from emerging economies, it’s vital to accelerate the coal-to-clean transition across the developing world.  

The phase-out of coal power is well underway in certain regions, but accelerating the coal-to-clean transition across developing economies is the best way to achievethat goal. This is challenging work, and will depend on domestic policy and planning, plus the support of international partners, local stakeholder support, and raising the ambition of both private and public financial commitments. 

""Accelerating Coal-to-Clean Energy Transitions: First Report and Recommendations of the Coal Transition Commission,"" authored by the International Energy Agency (IEA), The Powering Past Coal Alliance (PPCA), E3G, Glasgow Financial Alliance for Net Zero (GFANZ), and RMI, and supported by Bloomberg Philanthropies, is a roadmap that shows the opportunities, challenges, and financial and policy solutions to speed up the transition away from coal to clean energy: https://bit.ly/48N9wOV","[1] 8. Support US Electric Facilities In Biz Planning","[2] RMI Electricity","COP29","[3] Text Graphic","[4] External Landing Page","[3] RMIer(s)",NA,NA,NA,NA,NA,"cop29"
2024-11-29,"RMI Brand","LinkedIn",1,3422947,"COP29",1319,0.124,-0.096,38,-0.191,-0.479,0.029,-0.326,-0.356,17,2,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7268168060400787457","Cleantech and renewable energy are vital for slashing greenhouse gas (GHG) emissions. These technologies rely on minerals and metals that must be extracted, used, and disposed of responsibly. To limit harmful pollution, warming emissions, excessive water use, and other damage to communities and ecosystems, we must manage these resources sustainably 

The minerals and metals used in cleantech provide an opportunity  to do so, and move away from an entirely extractive energy economy: 

""Unlike fossil fuels, the materials used for batteries, solar cells and wind turbines offer enormous economic potential for reuse. Remarkably, the cumulative mass of materials needed to support the clean energy transition through 2050 is less than the amount of coal currently extracted each year,"" RMI CEO Jon Creyts told World Economic Forum. ""By re-engineering material flows, we can keep scarce high-value resources in circulation and reduce our dependence on ongoing extraction.""

Learn more from 14 experts who spoke with WEF about how to responsibly use resources as the energy transition accelerates: https://bit.ly/4fOn1Ro ","COP29","Jon Creyts","[3] Text Graphic","[4] RMI In Media",NA,NA,NA,NA,NA,NA,NA,"cop29"
2024-11-28,"RMI Brand","LinkedIn",1,3422947,"COP29",1743,0.485,0.195,218,3.638,1.986,0.125,1.907,1.778,210,0,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:ugcPost:7265850042840715264","When organic waste – like food scraps, yard clippings, and cardboard – breaks down in landfills and dumpsites around the world, it creates methane, a climate super pollutant with over 80 times the near-term warming power of carbon dioxide. 

Thankfully, there are proven, cost-effective strategies to reduce and recycle organic waste and strengthen emission controls at disposal sites that could curb nearly 90 percent of methane emissions from solid waste.  

More than 30 countries at #COP29 signed on to set specific targets to reduce waste sector methane and develop new policies and programs to achieve those targets. Focusing on the waste sector is essential to achieve the Global Methane Pledge’s goal to cut methane by 30% below 2020 levels, by 2030, limit near-term temperature rise, and avoid dangerous climate tipping points. Quick action means benefits today: since methane is released alongside other harmful pollutants, addressing methane from organic waste will also protect public health, improve air quality, and advance environmental justice. https://bit.ly/4eIDuF9","[1] 12. Reduce Methane Leakage In India, China, US​","COP29","[4] Internal Article/ Blog","[3] Text Graphic","[2] RMI Policy",NA,NA,NA,NA,NA,NA,"cop29"
2024-11-27,"RMI Brand","LinkedIn",1,3422947,"COP29",3513,1.994,1.408,290,5.17,2.973,0.083,0.93,0.844,223,10,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:ugcPost:7267424588899196929","Our existing fossil fuel energy system is surprisingly inefficient: It wastes about two-thirds of the primary energy that’s put into it. When you add up the numbers, that’s about $4.5 trillion in waste every year. 

Energy efficiency should be our ""first fuel"" to enhance the energy system. Greater efficiency can help us get more out of our existing energy infrastructure, which would strengthen energy security, lower costs, cut emissions, and ultimately speed the shift to lower-carbon energy sources. 

RMI CEO Jon Creyts joined The Energy Gang to discuss the need for leadership around the world to commit to improving energy efficiency: https://bit.ly/4eM91WL","Jon Creyts","[4] External Landing Page","[3] RMIer(s)","[3] Real People","[4] RMI In Media","COP29","[1] 19. Adoption Of Energy Efficiency & Demand Mgmt","[3] <2.2 mins Video",NA,NA,NA,"cop29"
2024-11-23,"RMI Brand","LinkedIn",1,3460970,"Fall Appeal 24",9603,7.183,5.584,588,11.511,7.055,0.061,0.419,0.356,434,44,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7266154292116414464","Cleaner air and water. New and growing job opportunities. Communities built to withstand climate impacts. A clean energy future is within reach, but it will take all of us working together to make it happen. 

Join Sir Richard Branson, Chairman of Virgin Group, alongside RMI's Taylor Krause and Ian Welch-Phillips, for an engaging webinar moderated by RMI Trustee Martha Brooks. We’ll discuss how to activate the next generation of climate leaders and the power of partnerships to drive forward clean energy solutions worldwide. 

📆: Tuesday, December 10, 2024 
⏰: 10–11 a.m. MT / 12–1 p.m. ET 

👉 Register now: https://bit.ly/3OlQ9TL

Together, let’s build a cleaner, resilient future. 🌍✨ 

#CleanEnergy #SustainableFuture","[3] Text Graphic","[4] Pre Event/ Webinar","Fall Appeal 24","[2] RMI Brand",NA,NA,NA,NA,NA,NA,NA,"fapp24"
2024-11-22,"RMI Brand","LinkedIn",1,3422947,"COP29",1323,0.127,-0.093,37,-0.213,-0.493,0.028,-0.349,-0.378,19,2,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7265842234577559554","As #COP29 draws to a close, the need for actionable solutions across high-emission sectors is clearer than ever. The steel industry, a major driver of economic and social development, is also one of the most energy-intensive sectors, emitting roughly 7% of global pollution. In China, steel’s share of emissions is even higher, accounting for around 16% of the annual total. Accelerating the deployment of near-zero-carbon steel projects is essential to achieve global climate goals and presents an opportunity for high-quality, sustainable growth within the industry.  

RMI’s latest report, Unlocking the First Wave of Breakthrough Steel Investments in China, provides an in-depth analysis of the economic pathways for the steel industry's shift to near-zero emissions in China. The report examines how stakeholders — including policymakers, demand-side buyers, and financial institutions — can facilitate this transition. It also offers six recommendations aimed at expediting the transition process. 

Read the full report here: https://bit.ly/3B3kzXP","[1] 7. Shift To Majority-Renewable New Supply In China","[1] 14. Drive Market For Climate Products And Services","[2] RMI China","COP29","[4] RMI Report","[3] Photo",NA,NA,NA,NA,NA,"cop29"
2024-11-22,"RMI Brand","LinkedIn",1,3422947,"COP29",1861,0.586,0.276,141,2,0.932,0.076,0.767,0.689,101,9,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:ugcPost:7265524463163568129","During Gender Day at #COP29, RMI’s Energy Transition Academy (ETA) hosted a virtual roundtable — featuring women leaders from around the world — on the critical role of women’s leadership in advancing renewable energy projects across the Caribbean, India, the Pacific, and Sub-Saharan Africa. 

The webinar underscored the importance of inclusive leadership in creating clean energy solutions, emphasizing that diverse perspectives are essential for sound decision-making and effective climate action. Despite the different geographies represented in the panel, “there are so many common threads in our paths”, noted Nitisha Agrawal, founder of the Smokeless Cookstove Foundation in India. “Forums like these establish community and a common shared hope and vision. Our problems, our solutions, are not so different from women in other regions.”  

The discussions highlighted the experiences and stories of women energy leaders advancing renewable energy projects in their countries, and the importance of capacity building and mentorship programs to support career growth. “Great opportunities are not out of reach, as long as they are visible to us,” panelist TeAnn Thomas added, “as the climate space is still evolving, there’s always new opportunities to explore and each of us has a role to play in making these visible for the next generation of energy leaders.” TeAnn spoke from experience, as she is an alumnus of both the ETA Global Caribbean Fellowship Program and the WIRE Network.  

Joining RMI’s Amber Zirnhelt, RPP, MCIP and Valentina G. on the roundtable were Nitisha Agrawal, Smokeless Cookstove Foundation and Clean Cooking Mentorship Program hosted by Sustainable Energy for All (SEforALL), Clean Cooking Alliance (CCA) and GWNET: Global Women's Network for the Energy Transition; Saudatu B., Rural Electrification Agency of Nigeria and Africa Minigrids Program; Nnyeka R. Prescod, Climate Finance Access Network (CFAN); and TeAnn Thomas, Turks and Caicos Islands Government and Women in Renewable Energy (WIRE) Network.

The webinar built on the vision of centering gender and women empowerment in the climate agenda at COP and beyond, and rode the momentum of the WIRE Network’s recent convening in Barbados, where women leaders came together to strategize on advancing sustainable energy solutions across the Caribbean. Watch the video below to gain insights into their collaboration and impact. 

🌱 If you missed the webinar, you can watch the full discussion here: https://lnkd.in/g3nj3BX7","COP29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cop29"
2024-11-21,"RMI Brand","LinkedIn",1,3422947,"COP29",1116,-0.049,-0.235,84,0.787,0.151,0.075,0.744,0.667,73,0,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:ugcPost:7265423762139865088","🌍✨ On #COP29 Gender Day, we celebrate the vital role of women in leading the charge on climate action! 💪","[1] 13. Empower Leaders To Fast-Track Clean Energy Trans","[4] Watch Video","COP29","[4] Post Event/ Webinar","[1] 17. Energy Transition Narrative [transition-narrative]","[2] Global South",NA,NA,NA,NA,NA,"cop29"
2024-11-21,"RMI Brand","LinkedIn",1,3422947,"COP29",3160,1.693,1.166,651,12.851,7.918,0.206,3.791,3.578,613,4,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:ugcPost:7264750375381929984","🌍 At #COP29 this week, nations are advancing discussions on their clean energy transitions, and India stands ready with ambitious climate goals. A recent RMI report, India at 2047: A Vision for Energy Independence in the Mobility Sector, charts the road ahead. 

By 2047, India is aiming to fully transform its mobility landscape. This report quantifies the required #CleanEnergy vehicle adoption levels and provides actionable solutions that can help to achieve these targets supporting the global shift toward sustainable transport emphasized at COP29. 

Read the full report and discover how India can drive its clean mobility future: https://lnkd.in/g35cFksx    ","COP29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cop29"
2024-11-20,"RMI Brand","LinkedIn",1,3422947,"COP29",1569,0.337,0.076,32,-0.319,-0.562,0.02,-0.535,-0.556,19,4,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7264885429395496962","This week at the #COP29 China Pavilion Side Event, RMI released the report, Powering the Data-Center Boom with Low-Carbon Solutions: China’s Perspective and Global Insights. The release spotlights China's innovation in driving sustainable growth for the data-center industry on a global scale. 

In the era of artificial intelligence (AI), the rising demand for data centers is leading to substantial increases in energy use and carbon emissions. This emerging challenge must be met with forward-thinking solutions that will both harness AI’s potential and have minimal impact to our planet.  

The report maps out the challenges of reducing emissions while China’s data centers grow rapidly, and offers strategies to do so sustainably. 

Read the full report here: https://bit.ly/4fxLhXI","[1] 7. Shift To Majority-Renewable New Supply In China","[2] RMI China","[1] 14. Drive Market For Climate Products And Services","COP29","[4] RMI Report","[3] Figure/ Graph",NA,NA,NA,NA,NA,"cop29"
2024-11-19,"RMI Brand","LinkedIn",1,3422947,"COP29",2838,1.418,0.946,209,3.447,1.863,0.074,0.721,0.644,138,2,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7264620685455433729","🌱 COP29 Clips: From the cacao and oil palm plantations of the south to the expansive fields of livestock in the north, farming forms the backbone of Nigeria’s economy and the lifeblood of its rural communities. Now, as a changing climate threatens the country’s agricultural landscape through intensifying droughts and unpredictable rainfall, farmers must quickly adapt. 

🚜 RMI’s Energizing Agriculture Program supports these farmers by electrifying their processes, solar-powered mills and refrigerators, and electric two-wheelers. At the intersection of Nigeria’s agriculture and its transition to renewable energy stands Ojo Ayodeji, PhD, a senior associate on RMI’s Africa Energy Program.  

Growing up in a semi-urban community in Osun State, Deji learned at an early age the importance of farming and the devastating impacts that a changing climate can have on farmers’ livelihoods.

Read his remarkable story, and learn how Deji is electrifying #agriculture throughout Nigeria: https://bit.ly/3UZmgwp","[4] Internal Article/ Blog","[2] RMI Africa","[3] RMIer(s)","[3] Real People","[2] Global South","[3] Photo","COP29","[1] 17. Energy Transition Narrative [transition-narrative]","[1] 1. Accelerate Adoption Of Electric 2/3 Wheelers Globally","[1] 19. Adoption Of Energy Efficiency & Demand Mgmt",NA,"cop29"
2024-11-18,"RMI Brand","LinkedIn",1,3422947,"COP29",2453,1.09,0.682,106,1.255,0.452,0.043,0,-0.044,38,7,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7264298320091652097","Leaders around the world would benefit from focusing on improving energy efficiency as part of their climate goals. Energy efficiency is the largest, cheapest, and most beneficial lever to drive down emissions and meet energy demand equitably, and affordably.  

According to the International Energy Agency (IEA), energy efficiency could account for nearly half of the emissions reductions needed by 2030 to achieve Paris goals to reach net zero by 2050. By saving energy through efficient technologies and smarter systems across buildings, transport, and industry, the world can avoid climate pollution and save trillions, while boosting resilience for all.

More from RMI CEO Jon Creyts on why pursuing energy efficiency is in everyone’s interest: https://bit.ly/4fP2WcW ","COP29","[3] Text Graphic","[3] RMIer(s)","[4] RMI In Media","[1] 19. Adoption Of Energy Efficiency & Demand Mgmt",NA,NA,NA,NA,NA,NA,"cop29"
2024-11-17,"RMI Brand","LinkedIn",1,3422947,"COP29",1637,0.395,0.122,47,0,-0.356,0.029,-0.326,-0.356,30,2,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7264064520208162817","This year at #COP29, climate technology and climate financing took center stage. China leads the world in investment in this area, with climate tech startups driving innovation and advancing climate solutions. However, due to uncertainties in growth prospects and a weak credit system, these startups are disadvantaged in the financial market, hindering their development potential.  

RMI’s latest report provides an in-depth analysis of the current state of climate technology in China and identifies the financing challenges faced by China’s climate tech startup. The report also proposes three strategies to optimize financing:

- Develop scientific evaluation models to accurately measure carbon-related returns 
- Facilitate platform development to break down information barriers and streamline resource allocation 
- Innovate financial products to mitigate risks for investors and expand financing options for startups 

Read the full report to learn more:
https://bit.ly/3UWR4hd","[1] 7. Shift To Majority-Renewable New Supply In China","[2] RMI China","[4] RMI Report","[3] Photo","COP29","[3] Text Graphic","Fall Appeal 24",NA,NA,NA,NA,"cop29"
2024-11-17,"RMI Brand","LinkedIn",1,3460970,"Fall Appeal 24",855,-0.271,-0.414,9,-0.809,-0.877,0.011,-0.744,-0.756,6,0,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7264013433384153088","🌍 The impacts of climate change are being felt worldwide. But there’s hope. RMI is driving solutions that can cut emissions and help deliver a sustainable future for all of us. From deploying solar + battery systems for health clinics in Barbados to cool-roof technologies in India, we’re building a brighter, cleaner tomorrow. But we can’t do it alone. 

🔋 Every $1 donated = $2 with our match! Through Dec. 31, gifts will be doubled. Let’s turn today’s climate challenges into tomorrow’s solutions — together. 

Donate now to double your impact ➡️  https://bit.ly/3YSfJVl

#FallAppeal #ClimateAction #CleanEnergy ","[3] Text Graphic","[4] RMI Landing Page","Fall Appeal 24","[2] RMI Brand",NA,NA,NA,NA,NA,NA,NA,"fapp24"
2024-11-16,"RMI Brand","LinkedIn",1,3422947,"COP29",4425,2.771,2.034,148,2.149,1.027,0.033,-0.233,-0.267,59,12,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7263392846706024448","""Energy efficiency is the most important lever not being pulled right now,"" RMI CEO Jon Creyts told Bloomberg News. ""It will make the entire energy transition cheaper, faster, fairer, and more secure.""

Two-thirds of today’s energy supply is wasted, representing about $4.6 trillion a year, or 5% of global GDP. Countries need to double the global rate of annual energy efficiency improvements through 2030 to reach climate goals. 

Improving energy efficiency means buildings and machines use less energy, driving down costs and making resources available for investing in the clean energy grid of the future. https://bloom.bg/4eDAn17","COP29","[3] Text Graphic","[3] RMIer(s)","[1] 19. Adoption Of Energy Efficiency & Demand Mgmt","[4] RMI In Media",NA,NA,NA,NA,NA,NA,"cop29"
2024-11-15,"RMI Brand","LinkedIn",1,3422947,"COP29",2335,0.99,0.601,95,1.021,0.301,0.041,-0.047,-0.089,49,4,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7263265775166066688","A pioneering financial deal in Chile demonstrates how innovative lending mechanisms can speed the retirement of coal assets and support affected communities. The $125-million partnership between IDB Invest and Engie Energia Chile has established a model financial mechanism that links interest rate reductions to early coal plant retirement while also funding renewable development. 

The structure's efficacy has been validated through real results. Multiple generating units at the Tocopilla thermal facility have ceased operations ahead of their scheduled retirement date, while a 151-megawatt wind generation facility in Calama progresses toward commissioning.  

This successful implementation can be attributed to several critical enabling conditions: Chile's comprehensive policy framework supporting coal phase-out initiatives; definitive demand signals from industrial electricity consumers; strategic deployment of blended finance by development institutions; and the increasingly favorable economics of renewable energy generation. 

Chile’s progress extends beyond this deal. In 2019, they decided to phase out coal. At the time, the South American country had 28 coal-fired power plants. At #COP29 on Friday, Chilean Minister of Environment Maisa Rojas provided a status update on a panel moderated by RMI’s Brian  O'Hanlon and hosted by The Powering Past Coal Alliance (PPCA): Chile has closed 11 coal-fired power plants and there are 9 more available for closing or retrofitting by 2026.

To learn more about how Chile made this happen and the lessons it learned, check out this case study: https://bit.ly/3YRKVUx","COP29","[2] RMI Electricity","[4] RMI Report","[3] Text Graphic","[4] Post Event/ Webinar",NA,NA,NA,NA,NA,NA,"cop29"
2024-11-15,"RMI Brand","LinkedIn",1,3422947,"COP29",2392,1.038,0.64,110,1.34,0.507,0.046,0.07,0.022,79,3,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7263245614098927617","To decarbonize the steel sector, reducing emissions from making iron is essential. And green hydrogen provides a viable pathway to achieve near-zero emissions in the ironmaking process.  

Globally, steel supply chains are dependent on key regions that supply iron ore. That’s why iron and steel are usually produced in the same integrated facilities, near access to cheap coal.  

When iron ore reserves are co-located with renewable energy resources, a higher value green hydrogen-based iron product can be produced. This presents the opportunity to physically separate the making of steel from the production of iron to establish Green Iron Corridors. The production of green iron can instead take place in areas with ample renewables, to make clean hydrogen. Transporting that green iron to existing steel centers can help steelmaking remain where demand is strong. 

At #COP29 in Baku, Azerbaijan, RMI brought together representatives from various geographies across the supply chain — iron ore miners, renewable energy, and hydrogen developers, financiers, and government officials — to explore the emerging production and trade dynamics for Green Iron Corridors and identify action items to make them a reality.  

Learn more about green iron corridors: https://bit.ly/3CvptgP 

[Pictured: Sadesh Sookraj of IFC - International Finance Corporation, Bronwyn Grieve of Fortescue, Alex Hewitt of CWP Global, Khroumbaly Mohamed Lehbib of the Ministry of Petroleum, Mines and Energy, Mauritania, Thomas Koch Blank of RMI]","COP29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cop29"
2024-11-14,"RMI Brand","LinkedIn",1,3422947,"COP29",8255,6.035,4.66,445,8.468,5.096,0.054,0.256,0.2,247,18,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7262843330374348801","Energy efficiency is the most important lever that is not being pulled right now to advance climate goals. Improving energy efficiency in industry, buildings, transport, and power sectors could generate 40% of the emissions reductions required by the Paris Agreement.  To do so, we would need to double the pace of energy efficiency upgrades by 2030, but there has been a lack of leadership and credible government plans for energy efficiency.

RMI is proud to be part of a coalition of countries, businesses, and organizations anchored by Mission Efficiency that is urging world leaders at #COP29 to commit to fund energy efficiency because it will make the energy transition cheaper, faster, fairer, and more secure. 

Learn more and join the movement: https://bit.ly/4fNPFkY  

We appreciate our partners: Sustainable Energy for All (SEforALL), Alliance to Save Energy, Business Council for Sustainable Energy (BCSE), CLASP, Energy Efficiency Movement, E3G, European Alliance to Save Energy (EU-ASE), Global Renewables Alliance (GRA), Metrus Energy, International Copper Association, IEC (International Electrotechnical Commission), Johnson Controls, Solar Impulse Foundation, and the Energy Commission Ghana","COP29","[3] Text Graphic","[3] RMIer(s)","[1] 19. Adoption Of Energy Efficiency & Demand Mgmt","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,"cop29"
2024-11-14,"RMI Brand","LinkedIn",1,3422947,"COP29",3806,2.243,1.609,167,2.553,1.288,0.044,0.023,-0.022,84,3,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7262781819618566144","Katalist, a 'book and claim' registry launched by the Mærsk Mc-Kinney Møller Center for Zero Carbon Shipping and RMI, aims to accelerate decarbonization in the shipping industry.  

The maritime sector sits at the center of the global economy – more than 80% of world trade travels by sea – and is responsible for around 3% of global greenhouse gas (GHG) emissions. Many shipping companies are taking action to reduce their emissions, but it can be challenging to find customers willing to pay for the higher cost of clean shipping fuels.  

Katalist helps bridge this gap by separating the low-emissions product from its sustainability benefits and transferring them to another party through a registry, enabling customers to claim the environmental benefits of low-emissions transport without physically receiving it, while stimulating overall use of clean fuels.  

Freight customers willing to pay a green premium for low-emission transport services can reliably use Katalist to achieve their decarbonization goals. And ship operators using low-emission fuels can use it to access a broader market of freight customers willing to pay an environmental supplement. The registry will help drive investments in lower-emission fuels, boosting their cost-competitiveness and commercial availability. 

Learn more about how #Katalist is #FuelingChange and facilitating the decarbonization of the maritime industry: www.katalist.eco 

An extended thank you to Energy Web for supporting the development of this registry.","[1] 14. Drive Market For Climate Products And Services","COP29","[3] Text Graphic","[4] External Landing Page","[3] RMIer(s)","[2] RMI Industries",NA,NA,NA,NA,NA,"cop29"
2024-11-14,"RMI Brand","LinkedIn",1,3422947,"COP29",2309,0.968,0.583,134,1.851,0.836,0.058,0.349,0.289,75,4,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7262622014199201793","COP29 Clips: The Philippines demonstrates successful coal transition finance in action. 

A recent deal by ACEN Corp. will retire a coal plant 25 years ahead of schedule through smart financial structuring. The transaction, along with two other case studies in the series, showcases common elements for successful coal retirement globally: 

✓ Market dynamics made transition attractive as clean energy became cheaper than existing coal power agreements. 

✓ Projects secured cheaper financing rates by using creative funding approaches, such as concessional debt, institutional financing, and special investment vehicles. 

✓ Financial credibility was underpinned by institutional legitimacy across the value chain. 

As #COP29 discussions focus on climate finance, this Philippine case study offers a tested framework to accelerate coal retirement while supporting clean energy development.

https://bit.ly/4et5vjR","COP29","[2] RMI Electricity","[4] RMI Report","[3] Text Graphic",NA,NA,NA,NA,NA,NA,NA,"cop29"
2024-11-12,"RMI Brand","LinkedIn",1,3422947,"COP29",2493,1.124,0.709,123,1.617,0.685,0.049,0.14,0.089,75,5,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7262057042255724544","At #COP29, we partnered with the UN High-Level Climate Champions, the UCL Energy Institute, and the United Nations Foundation to organize a Call to Action with over 50 leaders from across the shipping sector to accelerate the adoption of scalable zero-emission fuels in the maritime industry and deliver a just and equitable transition.  

Close collaboration between green hydrogen producers, shipping actors, and policy makers is vital to deliver shipping’s clean energy transition. This Call to Action is setting clear commitments to achieve critical targets and is making key recommendations for international shipping regulations which will serve to create an enabling environment for the supply and for swift uptake of zero or near-zero emission shipping fuels.  

Learn more: https://bit.ly/3VaGtQ3 ","COP29","[3] Text Graphic","[2] RMI Industries","[4] Press Release","[1] 9. Enable Low-Emissions Hydrogen Production​",NA,NA,NA,NA,NA,NA,"cop29"
2024-11-12,"RMI Brand","LinkedIn",1,3422947,"COP29",3007,1.562,1.062,57,0.213,-0.219,0.019,-0.558,-0.578,35,3,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7261918128236896256","As the host of #COP29, Azerbaijan could lead by example by cleaning up methane leaks from its oil and gas industry. Based on International Energy Agency (IEA) data, methane leaks from Azerbaijan’s oil and gas operations stood at 352,000 tons in 2023 – 30th in the world behind Colombia.  

SOCAR, the Azeri national oil and gas company, has signed on to reduce upstream oil and gas methane emissions, but it’s complicated by the fact that oil fields in Azerbaijan are operated by multiple companies. Therefore, SOCAR and Azerbaijan’s climate commitments depend on the actions of partners. 

Global oil and gas methane emissions need to be slashed by 75 percent by 2030 to meet the IEA’s Net Zero Emissions scenario. The case of Azerbaijan underscores the interdependence of countries, companies, and other stakeholders to meet climate goals: https://bit.ly/4fsaUJC","[3] Stock","[1] 12. Reduce Methane Leakage In India, China, US​","[4] Internal Article/ Blog","COP29","[2] RMI Intelligence",NA,NA,NA,NA,NA,NA,"cop29"
2024-11-10,"RMI Brand","LinkedIn",1,3422947,"COP29",4119,2.51,1.824,789,15.787,9.808,0.192,3.465,3.267,754,1,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:ugcPost:7260416138725974018","COP29 Clips: In a country where over 85 million people lack access to sustainable and affordable electricity, Nigeria faces an urgent need to transform its energy systems. With Nigeria's wealth of renewable resources, RMI along with our partners recognized an opportunity to collaborate with key stakeholders to accelerate the country's energy transition, supporting its move away from diesel fuel dependency toward a sustainable future. 

From enabling solar minigrids to energize markets, to electrifying agricultural equipment by partnering with energy and agriculture companies, RMI’s Africa Energy Program aims to enhance energy access throughout Nigeria and beyond. ☀️🌾 

In our latest article, we highlight our work in Nigeria and the innovative strategies  we are advancing to revolutionize the energy systems across the country. As we look to #COP29, these experiences will help guide our conversations around expanding energy access, scaling renewables, and creating climate-resilient communities. 

Learn more: https://bit.ly/4fhmZ4c","[2] RMI Africa","COP29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cop29"
2024-11-10,"RMI Brand","LinkedIn",1,3422947,"COP29",1673,0.426,0.147,72,0.532,-0.014,0.043,0,-0.044,51,2,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7261422108495261697","COP29 Clips: With a rapidly growing energy demand, the Global South is driving a cleantech transformation at an unprecedented pace. Over the past five years, solar and wind energy have grown by 23% annually, and now supply 9% of electricity across the region — a transition only five years behind the Global North. 

In fact, from Brazil to Morocco and Bangladesh to Egypt, 20% of the Global South has already outpaced the Global North in the share of renewables powering their economies. By 2030, this region could be adding renewable capacity on par with the Global North. 

As we look ahead to #COP29, this report, Powering Up the Global South, underscores the importance of bold domestic policies, increased capital for low-income countries, and technology transfer. These steps are critical to accelerate the clean energy transition, foster resilience, and ensure economic growth across the Global South. At COP29, we'll explore these transformative opportunities and strategies to make clean energy more accessible and sustainable for all. 

https://bit.ly/48JRi0N","[1] 13. Empower Leaders To Fast-Track Clean Energy Trans","[4] RMI Report","[2] RMI Africa","[3] Figure/ Graph","[2] Global South","[1] 6. Pipeline Of Bankable Global South Projects","COP29","[1] 17. Energy Transition Narrative [transition-narrative]",NA,NA,NA,"cop29"
2024-11-09,"RMI Brand","LinkedIn",1,3422947,"COP29",1937,0.651,0.328,50,0.064,-0.315,0.026,-0.395,-0.422,34,1,1,0,"RMI Brand","Post","https://linkedin.com/feed/update/urn:li:share:7261088158254014464","How much funding is needed to support the actual needs of climate-vulnerable countries? How can developed countries better distribute climate finance to developing countries most in need? What does “climate finance” even mean? 🤔

These questions will be central at #COP29 climate discussions as countries update their commitments to the New Collective Quantified Goal (NCQG) on Climate Finance. Set to replace prior (and insufficient) commitments made by developed countries, the updates will aim to correct earlier shortcomings and account for the actual needs of developing nations.  

 At COP29, a more thought-out framework will set a clear pathway for climate funding, ideally improving the system for the rapid mobilization and distribution of climate resources.  

RMI staff, including Climate Finance Access Network (CFAN)’s embedded climate finance advisors from the Pacific and Caribbean, will be at COP29 to follow the negotiations and stand ready to support the new goal. 

Read more here: https://bit.ly/48JZ2zK","[2] Global South","[3] Photo","[1] 6. Pipeline Of Bankable Global South Projects","COP29","[3] Text Graphic","[1] 17. Energy Transition Narrative [transition-narrative]","[4] RMI Landing Page","[2] RMI CFAN",NA,NA,NA,"cop29"
